source,target,edgeType
node11294,node66542,depends_on
node81010,node7266,depends_on
node30872,node35793,depends_on
node42373,node53981,connects_to
node22238,node12087,related
node38576,node41434,connects_to
node36314,node76240,related
node62390,node77802,depends_on
node55336,node54990,connects_to
node9802,node55896,depends_on
node4304,node14821,depends_on
node17064,node71080,depends_on
node80308,node2958,related
node60552,node22619,related
node65340,node48958,depends_on
node10632,node64091,connects_to
node23039,node80122,related
node12293,node25382,related
node73799,node9638,related
node61728,node49837,depends_on
node13561,node79406,connects_to
node10780,node54256,depends_on
node51365,node30503,connects_to
node54128,node37052,connects_to
node33194,node77055,depends_on
node33458,node5267,depends_on
node72047,node38475,depends_on
node25260,node46407,depends_on
node64289,node48912,connects_to
node73095,node77274,depends_on
node33121,node75368,depends_on
node22255,node16969,connects_to
node78146,node42807,depends_on
node41868,node35565,depends_on
node1361,node37983,connects_to
node7161,node25410,connects_to
node25219,node27350,connects_to
node7621,node19669,related
node71542,node71721,depends_on
node7615,node45139,related
node16216,node14142,connects_to
node51952,node79017,connects_to
node70964,node50707,connects_to
node64916,node25167,connects_to
node31554,node72578,connects_to
node4565,node12991,depends_on
node50860,node77315,depends_on
node47607,node32707,related
node16215,node15204,depends_on
node52915,node39555,connects_to
node28772,node24220,connects_to
node20233,node5427,related
node43214,node67262,related
node25187,node80919,connects_to
node42584,node66594,related
node69874,node75685,depends_on
node63738,node22141,connects_to
node71266,node60689,related
node22125,node22552,related
node70035,node39016,depends_on
node78351,node79074,depends_on
node77551,node23394,depends_on
node72689,node35582,related
node61568,node48726,connects_to
node47159,node21681,related
node2320,node24364,depends_on
node26737,node50480,connects_to
node63457,node63997,related
node31191,node27893,depends_on
node31261,node34509,connects_to
node34135,node74512,connects_to
node16604,node65172,depends_on
node53961,node51065,connects_to
node69020,node76223,depends_on
node71120,node55522,depends_on
node3269,node28108,related
node39201,node589,connects_to
node22257,node8575,connects_to
node67386,node29082,depends_on
node5217,node26176,depends_on
node47850,node25627,related
node29106,node66533,related
node22334,node22361,related
node71121,node14826,depends_on
node10091,node24394,connects_to
node12974,node71789,related
node56343,node69515,depends_on
node18274,node52340,connects_to
node23305,node50973,connects_to
node31881,node63562,related
node80429,node72224,connects_to
node61799,node18562,depends_on
node36121,node52793,connects_to
node7549,node79301,connects_to
node49175,node20105,depends_on
node78534,node63955,connects_to
node58391,node30778,depends_on
node34179,node42435,depends_on
node39566,node70815,related
node13008,node44205,depends_on
node35425,node79009,related
node31599,node43920,related
node37988,node847,depends_on
node50667,node67582,depends_on
node77224,node80198,related
node62330,node32997,depends_on
node37174,node39055,depends_on
node23303,node75220,depends_on
node861,node50409,depends_on
node59870,node5595,depends_on
node5426,node49933,related
node64270,node61754,depends_on
node76206,node70066,connects_to
node59406,node22502,connects_to
node67341,node41946,depends_on
node11050,node68222,depends_on
node14935,node73512,depends_on
node51816,node59631,depends_on
node68376,node35537,depends_on
node43997,node63272,related
node4164,node12138,connects_to
node36112,node78602,connects_to
node2711,node51015,depends_on
node51158,node49163,connects_to
node17539,node50782,related
node70455,node62513,related
node75243,node81280,depends_on
node75485,node1555,depends_on
node45896,node32099,related
node74246,node10659,connects_to
node39848,node78673,connects_to
node7886,node44765,depends_on
node78911,node22305,depends_on
node68833,node34525,related
node40678,node17,related
node10950,node39864,related
node67858,node43554,related
node17204,node74047,depends_on
node36813,node56424,depends_on
node21038,node3099,depends_on
node74074,node26709,connects_to
node36590,node5456,depends_on
node30300,node13236,connects_to
node51851,node21933,connects_to
node80667,node38952,related
node51173,node2610,depends_on
node51371,node56150,depends_on
node28755,node35093,depends_on
node78229,node36078,related
node37511,node16566,depends_on
node5000,node74212,related
node41376,node73487,connects_to
node42935,node9947,related
node25083,node7122,connects_to
node63875,node44783,connects_to
node58899,node11288,related
node22161,node24374,connects_to
node54233,node40579,connects_to
node33217,node53184,connects_to
node25835,node68048,connects_to
node12216,node82015,related
node42564,node13576,related
node13048,node4427,connects_to
node40110,node34974,connects_to
node71744,node77053,related
node79186,node4870,connects_to
node29550,node2914,depends_on
node72755,node778,related
node69533,node30302,depends_on
node55029,node76728,depends_on
node28004,node79579,related
node32604,node76263,related
node9980,node47836,connects_to
node27269,node18435,related
node82197,node13529,related
node39642,node81157,connects_to
node21437,node13638,related
node47290,node28206,depends_on
node70992,node26345,connects_to
node33350,node9042,connects_to
node73673,node44862,depends_on
node25678,node80007,depends_on
node34554,node53664,connects_to
node27899,node47456,depends_on
node34746,node59034,connects_to
node7118,node75600,related
node14494,node52139,depends_on
node62067,node13900,connects_to
node80056,node24513,related
node3642,node59080,connects_to
node71782,node35172,connects_to
node16145,node23006,connects_to
node53252,node82272,connects_to
node52168,node64458,connects_to
node54846,node23646,depends_on
node43118,node41316,depends_on
node7800,node79240,connects_to
node51629,node29769,depends_on
node58157,node74900,related
node30121,node5416,related
node10331,node70523,depends_on
node10058,node77257,connects_to
node36803,node37155,connects_to
node20645,node41708,related
node80481,node36516,related
node41033,node19704,depends_on
node48749,node69844,related
node65808,node43014,depends_on
node80650,node34363,connects_to
node18697,node81421,connects_to
node61811,node14980,connects_to
node48764,node47775,depends_on
node54356,node23716,related
node66392,node64437,connects_to
node32754,node19970,related
node32535,node15229,connects_to
node56166,node57026,depends_on
node39451,node54370,related
node25789,node40503,depends_on
node22487,node64447,depends_on
node57260,node13131,depends_on
node35506,node21074,connects_to
node55872,node1697,related
node55341,node14490,related
node148,node64256,related
node47923,node57439,related
node26379,node73704,depends_on
node23135,node4778,related
node77151,node2172,depends_on
node12338,node43933,depends_on
node55741,node33077,connects_to
node9508,node66148,depends_on
node64244,node62197,connects_to
node45226,node26131,depends_on
node26703,node76020,depends_on
node45880,node3250,depends_on
node79828,node17215,depends_on
node16729,node28859,related
node19051,node58295,related
node18900,node71792,related
node49163,node21598,depends_on
node48124,node68983,connects_to
node79335,node69249,connects_to
node54854,node24409,related
node46012,node44793,connects_to
node39780,node74077,related
node18951,node314,related
node77517,node51271,connects_to
node34001,node50202,connects_to
node78791,node19561,connects_to
node47288,node46785,depends_on
node81563,node63413,related
node52587,node34717,connects_to
node44283,node47570,related
node30609,node52987,connects_to
node65527,node27353,connects_to
node16009,node50855,depends_on
node3470,node63886,related
node16241,node13923,depends_on
node14428,node52430,connects_to
node8762,node79860,depends_on
node35379,node41330,depends_on
node65397,node42210,related
node23060,node46050,connects_to
node75974,node62805,depends_on
node8583,node79122,connects_to
node37413,node61690,connects_to
node19397,node18030,connects_to
node42851,node72241,related
node20919,node7733,connects_to
node7086,node21546,related
node75799,node29841,depends_on
node22291,node26871,depends_on
node46726,node57970,depends_on
node77553,node45618,related
node41455,node16293,related
node52372,node33845,depends_on
node43678,node64647,connects_to
node55226,node36682,connects_to
node53725,node47294,connects_to
